game_id,team,season,seq,date,stadium,opponent,is_home,runs_scored,runs_allowed,run_diff,win,home_away_label,result_label,run_diff_label,scoring_level,allowing_level,early_runs,middle_runs,late_runs,scored_first,led_after_3,led_after_6,game_flow_label,AB,H,BB,SO,double,triple,HR,extra_base_hits,power_score,run_per_hit,offense_pressure_score,offense_label,outs_pitched,innings_pitched,hits_allowed,bb_allowed,hr_allowed,so_pitched,whip_like,strikeout_walk_ratio,run_prevention_score,defense_label
CPBL-2024-xa-177,富邦悍將,中職2024年,177,2024/6/22 17:06,樂天桃園棒球場,樂天桃猿,FALSE,2,7,-5,FALSE,客場,敗,大敗,低得分,高失分,0,1,1,FALSE,FALSE,FALSE,被壓制型,33,11,0,4,3,0,0,3,3,0.181818182,3,低效進攻,24,8,11,2,1,5,1.625,2.5,-5,失分偏高
CPBL-2024-xa-177,樂天桃猿,中職2024年,177,2024/6/22 17:06,樂天桃園棒球場,富邦悍將,TRUE,7,2,5,TRUE,主場,勝,大勝,高得分,低失分,0,5,2,TRUE,FALSE,TRUE,後段追分型,35,11,2,5,1,1,1,3,6,0.636363636,9.5,火力強勢,27,9,11,0,0,4,1.222222222,4,2,穩定守成
CPBL-2024-xa-178,中信兄弟,中職2024年,178,2024/6/23 17:06,臺北大巨蛋,台鋼雄鷹,FALSE,10,2,8,TRUE,客場,勝,大勝,高得分,低失分,5,0,5,FALSE,TRUE,TRUE,全場壓制型,36,14,4,6,4,0,0,4,4,0.714285714,15,火力強勢,27,9,6,2,0,4,0.888888889,2,0,壓制力強
CPBL-2024-xa-178,台鋼雄鷹,中職2024年,178,2024/6/23 17:06,臺北大巨蛋,中信兄弟,TRUE,2,10,-8,FALSE,主場,敗,大敗,低得分,高失分,2,0,0,FALSE,FALSE,FALSE,被壓制型,32,6,2,4,0,0,0,0,0,0.333333333,2,低效進攻,27,9,14,4,0,6,2,1.5,-8,投打被突破
CPBL-2024-xa-179,味全龍,中職2024年,179,2024/6/23 17:05,臺南市立棒球場,統一7-ELEVEn獅,FALSE,1,4,-3,FALSE,客場,敗,小敗,低得分,中等失分,0,0,1,FALSE,FALSE,FALSE,被壓制型,30,3,0,9,1,0,0,1,1,0.333333333,-2.5,攻勢受阻,24,8,5,3,0,8,1,2.666666667,1,穩定守成
CPBL-2024-xa-179,統一7-ELEVEn獅,中職2024年,179,2024/6/23 17:05,臺南市立棒球場,味全龍,TRUE,4,1,3,TRUE,主場,勝,小勝,中等得分,低失分,2,1,1,TRUE,TRUE,TRUE,全場壓制型,27,5,3,8,1,1,0,2,3,0.8,5,零星攻勢,27,9,3,0,0,9,0.333333333,9,8,壓制力強
CPBL-2024-xa-18,台鋼雄鷹,中職2024年,18,2024/4/7 13:54,澄清湖棒球場,富邦悍將,TRUE,6,5,1,TRUE,主場,勝,小勝,高得分,中等失分,0,6,0,FALSE,FALSE,TRUE,拉鋸型,29,4,6,8,1,0,0,1,1,1.5,9,零星攻勢,27,9,8,4,1,6,1.333333333,1.5,-4,失分偏高
CPBL-2024-xa-18,富邦悍將,中職2024年,18,2024/4/7 13:54,澄清湖棒球場,台鋼雄鷹,FALSE,5,6,-1,FALSE,客場,敗,小敗,中等得分,高失分,2,3,0,TRUE,TRUE,FALSE,拉鋸型,33,8,4,6,3,0,1,4,6,0.625,10,穩定攻擊,24,8,4,6,0,8,1.25,1.333333333,-4,失分偏高
CPBL-2024-xa-180,富邦悍將,中職2024年,180,2024/6/23 17:05,樂天桃園棒球場,樂天桃猿,FALSE,2,4,-2,FALSE,客場,敗,小敗,低得分,中等失分,2,0,0,TRUE,FALSE,FALSE,被壓制型,32,7,1,6,1,0,0,1,1,0.285714286,1,低效進攻,24,8,7,2,0,2,1.125,1,-4,普通防守
CPBL-2024-xa-180,樂天桃猿,中職2024年,180,2024/6/23 17:05,樂天桃園棒球場,富邦悍將,TRUE,4,2,2,TRUE,主場,勝,小勝,中等得分,低失分,2,0,2,FALSE,FALSE,FALSE,後段逆轉型,27,7,2,2,2,0,0,2,2,0.571428571,7,零星攻勢,27,9,7,1,0,6,0.888888889,6,3,壓制力強
CPBL-2024-xa-181,中信兄弟,中職2024年,181,2024/7/5 18:35,臺北大巨蛋,統一7-ELEVEn獅,FALSE,11,5,6,TRUE,客場,勝,大勝,高得分,中等失分,0,9,2,FALSE,FALSE,TRUE,後段追分型,39,14,6,6,0,0,2,2,6,0.785714286,16,穩定攻擊,27,9,13,1,2,7,1.555555556,7,-1,失分偏高
CPBL-2024-xa-181,統一7-ELEVEn獅,中職2024年,181,2024/7/5 18:35,臺北大巨蛋,中信兄弟,TRUE,5,11,-6,FALSE,主場,敗,大敗,中等得分,高失分,3,0,2,TRUE,TRUE,FALSE,拉鋸型,36,13,1,7,1,0,2,3,7,0.384615385,5.5,穩定攻擊,27,9,14,6,2,6,2.222222222,1,-13,投打被突破
CPBL-2024-xa-182,台鋼雄鷹,中職2024年,182,2024/7/5 18:35,臺北市立天母棒球場,味全龍,FALSE,6,1,5,TRUE,客場,勝,大勝,高得分,低失分,3,0,3,TRUE,TRUE,TRUE,全場壓制型,35,10,4,6,2,1,0,3,4,0.6,10,火力強勢,27,9,6,1,1,7,0.777777778,7,4,壓制力強
CPBL-2024-xa-182,味全龍,中職2024年,182,2024/7/5 18:35,臺北市立天母棒球場,台鋼雄鷹,TRUE,1,6,-5,FALSE,主場,敗,大敗,低得分,高失分,1,0,0,FALSE,FALSE,FALSE,被壓制型,30,6,1,7,0,0,1,1,3,0.166666667,-0.5,低效進攻,27,9,10,4,0,6,1.555555556,1.5,-4,失分偏高
CPBL-2024-xa-183,富邦悍將,中職2024年,183,2024/7/5 18:35,樂天桃園棒球場,樂天桃猿,FALSE,7,6,1,TRUE,客場,勝,小勝,高得分,高失分,1,3,3,FALSE,FALSE,FALSE,後段逆轉型,32,9,1,4,1,0,1,2,4,0.777777778,8,穩定攻擊,27,9,11,4,0,4,1.666666667,1,-6,失分偏高
CPBL-2024-xa-183,樂天桃猿,中職2024年,183,2024/7/5 18:35,樂天桃園棒球場,富邦悍將,TRUE,6,7,-1,FALSE,主場,敗,小敗,高得分,高失分,3,1,2,TRUE,TRUE,FALSE,拉鋸型,35,11,4,4,3,1,0,4,5,0.545454545,12,火力強勢,27,9,9,1,1,4,1.111111111,4,-5,失分偏高
CPBL-2024-xa-184,中信兄弟,中職2024年,184,2024/7/6 17:06,臺北大巨蛋,統一7-ELEVEn獅,FALSE,3,2,1,TRUE,客場,勝,小勝,中等得分,低失分,0,1,2,FALSE,FALSE,FALSE,後段逆轉型,31,5,1,11,2,0,2,4,8,0.6,2.5,零星攻勢,27,9,5,2,0,5,0.777777778,2.5,1,壓制力強
CPBL-2024-xa-184,統一7-ELEVEn獅,中職2024年,184,2024/7/6 17:06,臺北大巨蛋,中信兄弟,TRUE,2,3,-1,FALSE,主場,敗,小敗,低得分,中等失分,1,0,1,TRUE,TRUE,FALSE,拉鋸型,29,5,2,5,0,0,0,0,0,0.4,1.5,低效進攻,27,9,5,1,2,11,0.666666667,11,5,穩定守成
CPBL-2024-xa-185,台鋼雄鷹,中職2024年,185,2024/7/6 17:05,臺北市立天母棒球場,味全龍,FALSE,4,11,-7,FALSE,客場,敗,大敗,中等得分,高失分,0,0,4,FALSE,FALSE,FALSE,被壓制型,35,11,4,3,1,0,0,1,1,0.363636364,7.5,穩定攻擊,24,8,17,2,3,3,2.375,1.5,-13,投打被突破
CPBL-2024-xa-185,味全龍,中職2024年,185,2024/7/6 17:05,臺北市立天母棒球場,台鋼雄鷹,TRUE,11,4,7,TRUE,主場,勝,大勝,高得分,中等失分,2,4,5,TRUE,TRUE,TRUE,全場壓制型,39,17,2,3,0,0,3,3,9,0.647058824,14.5,火力強勢,27,9,11,4,0,3,1.666666667,0.75,-5,普通防守
CPBL-2024-xa-186,富邦悍將,中職2024年,186,2024/7/6 17:06,樂天桃園棒球場,樂天桃猿,FALSE,3,10,-7,FALSE,客場,敗,大敗,中等得分,高失分,0,1,2,FALSE,FALSE,FALSE,被壓制型,35,11,1,4,2,0,0,2,2,0.272727273,4,穩定攻擊,24,8,19,1,1,6,2.5,6,-6,投打被突破
CPBL-2024-xa-186,樂天桃猿,中職2024年,186,2024/7/6 17:06,樂天桃園棒球場,富邦悍將,TRUE,10,3,7,TRUE,主場,勝,大勝,高得分,中等失分,5,2,3,TRUE,TRUE,TRUE,全場壓制型,41,19,1,6,4,0,1,5,7,0.526315789,13,火力強勢,27,9,11,1,0,4,1.333333333,4,0,穩定守成
CPBL-2024-xa-187,中信兄弟,中職2024年,187,2024/7/7 17:06,臺北大巨蛋,統一7-ELEVEn獅,FALSE,2,1,1,TRUE,客場,勝,小勝,低得分,低失分,2,0,0,FALSE,TRUE,TRUE,全場壓制型,29,4,1,9,0,0,1,1,3,0.5,-0.5,攻勢受阻,27,9,3,1,0,10,0.444444444,10,8,壓制力強
CPBL-2024-xa-187,統一7-ELEVEn獅,中職2024年,187,2024/7/7 17:06,臺北大巨蛋,中信兄弟,TRUE,1,2,-1,FALSE,主場,敗,小敗,低得分,低失分,1,0,0,FALSE,FALSE,FALSE,被壓制型,30,3,1,10,0,0,0,0,0,0.333333333,-3,攻勢受阻,27,9,4,1,1,9,0.555555556,9,5,壓制力強
CPBL-2024-xa-188,台鋼雄鷹,中職2024年,188,2024/7/7 17:05,臺北市立天母棒球場,味全龍,FALSE,0,3,-3,FALSE,客場,敗,小敗,低得分,中等失分,0,0,0,FALSE,FALSE,FALSE,被壓制型,33,7,1,5,0,0,0,0,0,0,-1.5,低效進攻,24,8,9,3,0,2,1.5,0.666666667,-4,普通防守
CPBL-2024-xa-188,味全龍,中職2024年,188,2024/7/7 17:05,臺北市立天母棒球場,台鋼雄鷹,TRUE,3,0,3,TRUE,主場,勝,小勝,中等得分,低失分,1,0,2,TRUE,TRUE,TRUE,全場壓制型,31,9,3,2,1,0,0,1,1,0.333333333,6,穩定攻擊,27,9,7,1,0,5,0.888888889,5,4,壓制力強
CPBL-2024-xa-189,富邦悍將,中職2024年,189,2024/7/7 17:05,樂天桃園棒球場,樂天桃猿,FALSE,6,5,1,TRUE,客場,勝,小勝,高得分,中等失分,1,4,1,FALSE,FALSE,TRUE,拉鋸型,37,12,1,5,3,0,1,4,6,0.5,8.5,火力強勢,27,9,13,4,1,8,1.888888889,2,-2,失分偏高
CPBL-2024-xa-189,樂天桃猿,中職2024年,189,2024/7/7 17:05,樂天桃園棒球場,富邦悍將,TRUE,5,6,-1,FALSE,主場,敗,小敗,中等得分,高失分,2,2,1,FALSE,TRUE,FALSE,拉鋸型,36,13,4,8,1,1,1,3,6,0.384615385,8,穩定攻擊,27,9,12,1,1,5,1.444444444,5,-3,失分偏高
CPBL-2024-xa-19,味全龍,中職2024年,19,2024/4/7 14:05,臺北市立天母棒球場,統一7-ELEVEn獅,TRUE,3,2,1,TRUE,主場,勝,小勝,中等得分,低失分,0,0,3,FALSE,FALSE,FALSE,後段逆轉型,32,8,1,10,1,0,1,2,4,0.375,1,穩定攻擊,27,9,9,0,0,5,1,5,3,壓制力強
CPBL-2024-xa-19,統一7-ELEVEn獅,中職2024年,19,2024/4/7 14:05,臺北市立天母棒球場,味全龍,FALSE,2,3,-1,FALSE,客場,敗,小敗,低得分,中等失分,0,2,0,TRUE,FALSE,TRUE,拉鋸型,32,9,0,5,0,0,0,0,0,0.222222222,-0.5,低效進攻,24,8,8,1,1,10,1.125,10,5,穩定守成
CPBL-2024-xa-190,中信兄弟,中職2024年,190,2024/7/9 18:35,臺中市洲際棒球場,樂天桃猿,TRUE,2,5,-3,FALSE,主場,敗,小敗,低得分,中等失分,1,0,1,FALSE,FALSE,FALSE,被壓制型,32,5,5,6,0,0,1,1,3,0.4,5,低效進攻,27,9,13,6,0,7,2.111111111,1.166666667,-4,失分偏高
CPBL-2024-xa-190,樂天桃猿,中職2024年,190,2024/7/9 18:35,臺中市洲際棒球場,中信兄弟,FALSE,5,2,3,TRUE,客場,勝,小勝,中等得分,低失分,1,1,3,TRUE,FALSE,TRUE,後段追分型,37,13,6,7,1,0,0,1,1,0.384615385,8.5,穩定攻擊,27,9,5,5,1,6,1.111111111,1.2,-2,壓制力強
CPBL-2024-xa-191,味全龍,中職2024年,191,2024/7/9 18:35,臺北市立天母棒球場,統一7-ELEVEn獅,TRUE,2,6,-4,FALSE,主場,敗,小敗,低得分,高失分,0,0,2,FALSE,FALSE,FALSE,被壓制型,36,11,3,4,3,0,0,3,3,0.181818182,6,低效進攻,27,9,11,1,0,6,1.333333333,6,-1,失分偏高
CPBL-2024-xa-191,統一7-ELEVEn獅,中職2024年,191,2024/7/9 18:35,臺北市立天母棒球場,味全龍,FALSE,6,2,4,TRUE,客場,勝,小勝,高得分,低失分,0,3,3,TRUE,FALSE,TRUE,後段追分型,36,11,1,6,2,1,0,3,4,0.545454545,7,火力強勢,27,9,11,3,0,4,1.555555556,1.333333333,-1,普通防守
CPBL-2024-xa-192,台鋼雄鷹,中職2024年,192,2024/7/9 18:35,臺東棒球村第一棒球場,富邦悍將,TRUE,4,5,-1,FALSE,主場,敗,小敗,中等得分,中等失分,1,2,1,TRUE,FALSE,FALSE,被壓制型,38,10,4,6,0,0,0,0,0,0.4,5,穩定攻擊,27,9,14,4,0,5,2,1.25,-4,失分偏高
CPBL-2024-xa-192,富邦悍將,中職2024年,192,2024/7/9 18:35,臺東棒球村第一棒球場,台鋼雄鷹,FALSE,5,4,1,TRUE,客場,勝,小勝,中等得分,中等失分,2,3,0,FALSE,TRUE,TRUE,全場壓制型,37,14,4,5,3,1,0,4,5,0.357142857,10.5,穩定攻擊,27,9,10,4,0,6,1.555555556,1.5,-2,普通防守
CPBL-2024-xa-193,中信兄弟,中職2024年,193,2024/7/10 19:01,臺中市洲際棒球場,樂天桃猿,TRUE,11,1,10,TRUE,主場,勝,大勝,高得分,低失分,0,5,6,FALSE,FALSE,TRUE,後段追分型,36,12,3,3,5,0,1,6,8,0.916666667,18.5,火力強勢,27,9,3,1,0,4,0.444444444,4,2,壓制力強
CPBL-2024-xa-193,樂天桃猿,中職2024年,193,2024/7/10 19:01,臺中市洲際棒球場,中信兄弟,FALSE,1,11,-10,FALSE,客場,敗,大敗,低得分,高失分,0,1,0,FALSE,FALSE,FALSE,被壓制型,28,3,1,4,0,0,0,0,0,0.333333333,0,低效進攻,24,8,12,3,1,3,1.875,1,-12,投打被突破
CPBL-2024-xa-194,味全龍,中職2024年,194,2024/7/10 18:35,臺北市立天母棒球場,統一7-ELEVEn獅,TRUE,0,9,-9,FALSE,主場,敗,大敗,低得分,高失分,0,0,0,FALSE,FALSE,FALSE,被壓制型,32,7,1,5,0,0,0,0,0,0,-1.5,低效進攻,27,9,17,3,0,1,2.222222222,0.333333333,-11,投打被突破
CPBL-2024-xa-194,統一7-ELEVEn獅,中職2024年,194,2024/7/10 18:35,臺北市立天母棒球場,味全龍,FALSE,9,0,9,TRUE,客場,勝,大勝,高得分,低失分,5,0,4,TRUE,TRUE,TRUE,全場壓制型,41,17,3,1,4,0,0,4,4,0.529411765,15.5,火力強勢,27,9,7,1,0,5,0.888888889,5,4,壓制力強
CPBL-2024-xa-195,台鋼雄鷹,中職2024年,195,2024/7/10 18:35,臺東棒球村第一棒球場,富邦悍將,TRUE,6,5,1,TRUE,主場,勝,小勝,高得分,中等失分,3,1,1,TRUE,TRUE,TRUE,全場壓制型,37,11,6,8,3,0,1,4,6,0.545454545,12,火力強勢,30,10,12,3,0,5,1.5,1.666666667,-3,失分偏高
CPBL-2024-xa-195,富邦悍將,中職2024年,195,2024/7/10 18:35,臺東棒球村第一棒球場,台鋼雄鷹,FALSE,5,6,-1,FALSE,客場,敗,小敗,中等得分,高失分,2,1,2,FALSE,FALSE,FALSE,被壓制型,39,12,3,5,5,0,0,5,5,0.416666667,10.5,穩定攻擊,29,9.666666667,11,6,1,8,1.75862069,1.333333333,-5,失分偏高
CPBL-2024-xa-196,中信兄弟,中職2024年,196,2024/7/12 18:37,臺中市洲際棒球場,味全龍,TRUE,4,7,-3,FALSE,主場,敗,小敗,中等得分,高失分,1,3,0,FALSE,FALSE,FALSE,被壓制型,34,11,4,10,0,1,0,1,2,0.363636364,4,穩定攻擊,27,9,15,1,0,8,1.777777778,8,0,失分偏高
CPBL-2024-xa-196,味全龍,中職2024年,196,2024/7/12 18:37,臺中市洲際棒球場,中信兄弟,FALSE,7,4,3,TRUE,客場,勝,小勝,高得分,中等失分,1,6,0,TRUE,FALSE,TRUE,拉鋸型,40,15,1,8,0,0,0,0,0,0.466666667,4,穩定攻擊,27,9,11,4,0,10,1.666666667,2.5,2,穩定守成
CPBL-2024-xa-197,富邦悍將,中職2024年,197,2024/7/12 18:35,新北市立新莊棒球場,統一7-ELEVEn獅,TRUE,1,13,-12,FALSE,主場,敗,大敗,低得分,高失分,0,0,1,FALSE,FALSE,FALSE,被壓制型,32,5,2,7,1,0,1,2,4,0.2,1.5,低效進攻,27,9,15,8,1,6,2.555555556,0.75,-16,投打被突破
CPBL-2024-xa-197,統一7-ELEVEn獅,中職2024年,197,2024/7/12 18:35,新北市立新莊棒球場,富邦悍將,FALSE,13,1,12,TRUE,客場,勝,大勝,高得分,低失分,3,7,3,TRUE,TRUE,TRUE,全場壓制型,41,15,8,6,2,1,1,4,7,0.866666667,22,火力強勢,27,9,5,2,1,7,0.777777778,3.5,3,壓制力強
CPBL-2024-xa-198,台鋼雄鷹,中職2024年,198,2024/7/12 18:36,澄清湖棒球場,樂天桃猿,TRUE,2,7,-5,FALSE,主場,敗,大敗,低得分,高失分,1,0,1,FALSE,FALSE,FALSE,被壓制型,33,7,1,10,0,0,1,1,3,0.285714286,-1,攻勢受阻,27,9,16,3,0,8,2.111111111,2.666666667,-2,投打被突破
CPBL-2024-xa-198,樂天桃猿,中職2024年,198,2024/7/12 18:36,澄清湖棒球場,台鋼雄鷹,FALSE,7,2,5,TRUE,客場,勝,大勝,高得分,低失分,3,0,4,TRUE,TRUE,TRUE,全場壓制型,38,16,3,8,2,1,0,3,4,0.4375,9,火力強勢,27,9,7,1,1,10,0.888888889,10,6,壓制力強
CPBL-2024-xa-199,中信兄弟,中職2024年,199,2024/7/13 17:05,臺中市洲際棒球場,味全龍,TRUE,11,0,11,TRUE,主場,勝,大勝,高得分,低失分,1,5,5,TRUE,TRUE,TRUE,全場壓制型,39,19,2,1,5,0,1,6,8,0.578947368,18.5,火力強勢,27,9,9,0,0,6,1,6,6,壓制力強
CPBL-2024-xa-199,味全龍,中職2024年,199,2024/7/13 17:05,臺中市洲際棒球場,中信兄弟,FALSE,0,11,-11,FALSE,客場,敗,大敗,低得分,高失分,0,0,0,FALSE,FALSE,FALSE,被壓制型,33,9,0,6,2,0,0,2,2,0,-1,低效進攻,24,8,19,2,1,1,2.625,0.5,-13,投打被突破
CPBL-2024-xa-2,中信兄弟,中職2024年,2,2024/3/31 17:05,臺北大巨蛋,味全龍,FALSE,3,2,1,TRUE,客場,勝,小勝,中等得分,低失分,0,2,1,FALSE,FALSE,TRUE,後段追分型,32,7,1,7,3,0,1,4,6,0.428571429,4.5,零星攻勢,27,9,6,2,0,8,0.888888889,4,4,壓制力強
CPBL-2024-xa-2,味全龍,中職2024年,2,2024/3/31 17:05,臺北大巨蛋,中信兄弟,TRUE,2,3,-1,FALSE,主場,敗,小敗,低得分,中等失分,1,0,1,TRUE,TRUE,FALSE,拉鋸型,33,6,2,8,1,0,0,1,1,0.333333333,1,攻勢受阻,27,9,7,1,1,7,0.888888889,7,2,穩定守成
CPBL-2024-xa-20,中信兄弟,中職2024年,20,2024/4/9 18:09,臺南市立棒球場,統一7-ELEVEn獅,FALSE,1,5,-4,FALSE,客場,敗,小敗,低得分,中等失分,1,0,0,FALSE,FALSE,FALSE,被壓制型,31,5,1,12,0,0,0,0,0,0.2,-4,攻勢受阻,24,8,12,3,2,6,1.875,2,-4,失分偏高
CPBL-2024-xa-20,統一7-ELEVEn獅,中職2024年,20,2024/4/9 18:09,臺南市立棒球場,中信兄弟,TRUE,5,1,4,TRUE,主場,勝,小勝,中等得分,低失分,2,1,2,FALSE,TRUE,TRUE,全場壓制型,35,12,3,6,2,0,2,4,8,0.416666667,9,穩定攻擊,27,9,5,1,0,12,0.666666667,12,10,壓制力強
CPBL-2024-xa-200,富邦悍將,中職2024年,200,2024/7/13 18:49,新北市立新莊棒球場,統一7-ELEVEn獅,TRUE,0,8,-8,FALSE,主場,敗,大敗,低得分,高失分,0,0,0,FALSE,FALSE,FALSE,被壓制型,32,6,1,8,0,0,0,0,0,0,-3,攻勢受阻,27,9,16,4,1,4,2.222222222,1,-9,投打被突破
CPBL-2024-xa-200,統一7-ELEVEn獅,中職2024年,200,2024/7/13 18:49,新北市立新莊棒球場,富邦悍將,FALSE,8,0,8,TRUE,客場,勝,大勝,高得分,低失分,4,2,2,TRUE,TRUE,TRUE,全場壓制型,39,16,4,4,5,0,1,6,8,0.5,16,火力強勢,27,9,6,1,0,8,0.777777778,8,7,壓制力強
CPBL-2024-xa-201,台鋼雄鷹,中職2024年,201,2024/7/13 17:05,澄清湖棒球場,樂天桃猿,TRUE,0,5,-5,FALSE,主場,敗,大敗,低得分,中等失分,0,0,0,FALSE,FALSE,FALSE,被壓制型,31,5,7,4,2,0,0,2,2,0,7,低效進攻,27,9,12,2,0,8,1.555555556,4,1,失分偏高
CPBL-2024-xa-201,樂天桃猿,中職2024年,201,2024/7/13 17:05,澄清湖棒球場,台鋼雄鷹,FALSE,5,0,5,TRUE,客場,勝,大勝,中等得分,低失分,1,0,4,TRUE,TRUE,TRUE,全場壓制型,38,12,2,8,0,1,0,1,2,0.416666667,4,穩定攻擊,27,9,5,7,0,4,1.333333333,0.571428571,-3,普通防守
CPBL-2024-xa-202,中信兄弟,中職2024年,202,2024/7/14 17:05,臺中市洲際棒球場,味全龍,TRUE,0,1,-1,FALSE,主場,敗,小敗,低得分,低失分,0,0,0,FALSE,FALSE,FALSE,被壓制型,32,6,1,14,1,0,0,1,1,0,-5,攻勢受阻,27,9,4,1,0,8,0.555555556,8,6,壓制力強
CPBL-2024-xa-202,味全龍,中職2024年,202,2024/7/14 17:05,臺中市洲際棒球場,中信兄弟,FALSE,1,0,1,TRUE,客場,勝,小勝,低得分,低失分,0,1,0,TRUE,FALSE,TRUE,拉鋸型,29,4,1,8,1,0,0,1,1,0.25,-1,攻勢受阻,27,9,6,1,0,14,0.777777778,14,13,壓制力強
CPBL-2024-xa-203,富邦悍將,中職2024年,203,2024/7/14 17:05,新北市立新莊棒球場,統一7-ELEVEn獅,TRUE,3,1,2,TRUE,主場,勝,小勝,中等得分,低失分,0,1,2,TRUE,FALSE,TRUE,後段追分型,30,8,3,7,1,0,0,1,1,0.375,3.5,穩定攻擊,27,9,11,1,0,8,1.333333333,8,6,穩定守成
CPBL-2024-xa-203,統一7-ELEVEn獅,中職2024年,203,2024/7/14 17:05,新北市立新莊棒球場,富邦悍將,FALSE,1,3,-2,FALSE,客場,敗,小敗,低得分,中等失分,0,0,1,FALSE,FALSE,FALSE,被壓制型,37,11,1,8,2,0,0,2,2,0.090909091,0,攻勢受阻,24,8,8,3,0,7,1.375,2.333333333,1,穩定守成
CPBL-2024-xa-204,台鋼雄鷹,中職2024年,204,2024/7/14 17:05,澄清湖棒球場,樂天桃猿,TRUE,5,4,1,TRUE,主場,勝,小勝,中等得分,中等失分,3,1,1,TRUE,TRUE,TRUE,全場壓制型,35,11,3,7,4,0,1,5,7,0.454545455,9.5,穩定攻擊,27,9,4,4,0,2,0.888888889,0.5,-6,普通防守
CPBL-2024-xa-204,樂天桃猿,中職2024年,204,2024/7/14 17:05,澄清湖棒球場,台鋼雄鷹,FALSE,4,5,-1,FALSE,客場,敗,小敗,中等得分,中等失分,0,3,1,FALSE,FALSE,FALSE,被壓制型,31,4,4,2,1,0,0,1,1,1,8,零星攻勢,24,8,11,3,1,7,1.75,2.333333333,-2,失分偏高
CPBL-2024-xa-205,中信兄弟,中職2024年,205,2024/7/16 18:35,新北市立新莊棒球場,富邦悍將,FALSE,3,9,-6,FALSE,客場,敗,大敗,中等得分,高失分,0,2,1,FALSE,FALSE,FALSE,被壓制型,32,6,7,8,0,0,1,1,3,0.5,7,零星攻勢,24,8,14,3,1,6,2.125,2,-7,投打被突破
CPBL-2024-xa-205,富邦悍將,中職2024年,205,2024/7/16 18:35,新北市立新莊棒球場,中信兄弟,TRUE,9,3,6,TRUE,主場,勝,大勝,高得分,中等失分,3,6,0,TRUE,TRUE,TRUE,全場壓制型,34,14,3,6,1,2,1,4,8,0.642857143,13,火力強勢,27,9,6,7,1,8,1.444444444,1.142857143,-3,普通防守
CPBL-2024-xa-206,台鋼雄鷹,中職2024年,206,2024/7/16 18:35,臺南市立棒球場,統一7-ELEVEn獅,FALSE,3,5,-2,FALSE,客場,敗,小敗,中等得分,中等失分,0,3,0,FALSE,FALSE,TRUE,拉鋸型,36,9,1,6,0,0,0,0,0,0.333333333,1,穩定攻擊,24,8,12,6,0,3,2.25,0.5,-8,失分偏高
CPBL-2024-xa-206,統一7-ELEVEn獅,中職2024年,206,2024/7/16 18:35,臺南市立棒球場,台鋼雄鷹,TRUE,5,3,2,TRUE,主場,勝,小勝,中等得分,中等失分,0,1,4,TRUE,FALSE,FALSE,後段逆轉型,34,12,6,3,0,1,0,1,2,0.416666667,10.5,穩定攻擊,27,9,9,1,0,6,1.111111111,6,2,穩定守成
CPBL-2024-xa-207,中信兄弟,中職2024年,207,2024/7/17 18:35,新北市立新莊棒球場,富邦悍將,FALSE,9,4,5,TRUE,客場,勝,大勝,高得分,中等失分,5,1,3,TRUE,TRUE,TRUE,全場壓制型,38,15,6,7,2,0,0,2,2,0.6,13.5,穩定攻擊,27,9,12,3,0,5,1.666666667,1.666666667,-2,普通防守
CPBL-2024-xa-207,富邦悍將,中職2024年,207,2024/7/17 18:35,新北市立新莊棒球場,中信兄弟,TRUE,4,9,-5,FALSE,主場,敗,大敗,中等得分,高失分,4,0,0,FALSE,FALSE,FALSE,被壓制型,38,12,3,5,1,0,0,1,1,0.333333333,5.5,穩定攻擊,27,9,15,6,0,7,2.333333333,1.166666667,-8,投打被突破
CPBL-2024-xa-208,台鋼雄鷹,中職2024年,208,2024/7/17 18:36,臺南市立棒球場,統一7-ELEVEn獅,FALSE,11,10,1,TRUE,客場,勝,小勝,高得分,高失分,4,5,2,FALSE,TRUE,TRUE,全場壓制型,46,20,4,10,4,0,2,6,10,0.55,16,火力強勢,27,9,15,4,0,7,2.111111111,1.75,-7,投打被突破
CPBL-2024-xa-208,統一7-ELEVEn獅,中職2024年,208,2024/7/17 18:36,臺南市立棒球場,台鋼雄鷹,TRUE,10,11,-1,FALSE,主場,敗,小敗,高得分,高失分,1,4,5,TRUE,FALSE,FALSE,被壓制型,40,15,4,7,2,1,0,3,4,0.666666667,13.5,火力強勢,27,9,20,4,2,10,2.666666667,2.5,-7,投打被突破
CPBL-2024-xa-209,味全龍,中職2024年,209,2024/7/17 18:36,樂天桃園棒球場,樂天桃猿,FALSE,6,13,-7,FALSE,客場,敗,大敗,高得分,高失分,3,2,1,FALSE,FALSE,FALSE,被壓制型,36,12,3,6,4,0,0,4,4,0.5,10,火力強勢,24,8,20,3,1,4,2.875,1.333333333,-13,投打被突破
CPBL-2024-xa-209,樂天桃猿,中職2024年,209,2024/7/17 18:36,樂天桃園棒球場,味全龍,TRUE,13,6,7,TRUE,主場,勝,大勝,高得分,高失分,3,6,4,TRUE,FALSE,TRUE,後段追分型,41,20,3,4,2,1,1,4,7,0.65,18,火力強勢,27,9,12,3,0,6,1.666666667,2,-3,失分偏高
