game_id,team,season,seq,date,stadium,opponent,is_home,runs_scored,runs_allowed,run_diff,win,home_away_label,result_label,run_diff_label,scoring_level,allowing_level,early_runs,middle_runs,late_runs,scored_first,led_after_3,led_after_6,game_flow_label,AB,H,BB,SO,double,triple,HR,extra_base_hits,power_score,run_per_hit,offense_pressure_score,offense_label,outs_pitched,innings_pitched,hits_allowed,bb_allowed,hr_allowed,so_pitched,whip_like,strikeout_walk_ratio,run_prevention_score,defense_label
CPBL-2024-xa-107,樂天桃猿,中職2024年,107,2024/7/2 18:35,新北市立新莊棒球場,富邦悍將,FALSE,1,2,-1,FALSE,客場,敗,小敗,低得分,低失分,1,0,0,TRUE,FALSE,FALSE,被壓制型,33,7,2,7,2,0,0,2,2,0.142857143,1.5,低效進攻,24,8,9,0,0,8,1.125,8,6,壓制力強
CPBL-2024-xa-108,味全龍,中職2024年,108,2024/5/21 19:00,臺北市立天母棒球場,統一7-ELEVEn獅,TRUE,0,5,-5,FALSE,主場,敗,大敗,低得分,中等失分,0,0,0,FALSE,FALSE,FALSE,被壓制型,30,4,3,9,1,0,0,1,1,0,-0.5,攻勢受阻,27,9,9,6,1,8,1.666666667,1.333333333,-4,失分偏高
CPBL-2024-xa-108,統一7-ELEVEn獅,中職2024年,108,2024/5/21 19:00,臺北市立天母棒球場,味全龍,FALSE,5,0,5,TRUE,客場,勝,大勝,中等得分,低失分,2,2,1,TRUE,TRUE,TRUE,全場壓制型,33,9,6,8,1,0,1,2,4,0.555555556,9,穩定攻擊,27,9,4,3,0,9,0.777777778,3,6,壓制力強
CPBL-2024-xa-109,富邦悍將,中職2024年,109,2024/5/22 18:36,新北市立新莊棒球場,樂天桃猿,TRUE,3,4,-1,FALSE,主場,敗,小敗,中等得分,中等失分,2,1,0,FALSE,TRUE,FALSE,拉鋸型,35,10,4,6,1,0,0,1,1,0.3,5,穩定攻擊,27,9,11,0,0,7,1.222222222,7,3,穩定守成
CPBL-2024-xa-109,樂天桃猿,中職2024年,109,2024/5/22 18:36,新北市立新莊棒球場,富邦悍將,FALSE,4,3,1,TRUE,客場,勝,小勝,中等得分,中等失分,1,3,0,TRUE,FALSE,TRUE,拉鋸型,35,11,0,7,1,0,0,1,1,0.363636364,1.5,穩定攻擊,27,9,10,4,0,6,1.555555556,1.5,-1,普通防守
CPBL-2024-xa-11,中信兄弟,中職2024年,11,2024/4/5 17:05,臺北大巨蛋,樂天桃猿,FALSE,7,1,6,TRUE,客場,勝,大勝,高得分,低失分,3,1,3,TRUE,TRUE,TRUE,全場壓制型,38,15,3,4,3,0,0,3,3,0.466666667,11,火力強勢,27,9,4,4,1,15,0.888888889,3.75,9,壓制力強
CPBL-2024-xa-11,樂天桃猿,中職2024年,11,2024/4/5 17:05,臺北大巨蛋,中信兄弟,TRUE,1,7,-6,FALSE,主場,敗,大敗,低得分,高失分,0,1,0,FALSE,FALSE,FALSE,被壓制型,30,4,4,15,0,0,1,1,3,0.25,-1.5,攻勢受阻,27,9,15,3,0,4,2,1.333333333,-6,投打被突破
CPBL-2024-xa-110,味全龍,中職2024年,110,2024/5/22 18:35,臺北市立天母棒球場,統一7-ELEVEn獅,TRUE,2,4,-2,FALSE,主場,敗,小敗,低得分,中等失分,1,0,1,TRUE,FALSE,FALSE,被壓制型,30,5,3,6,1,1,2,4,9,0.4,6,低效進攻,27,9,8,3,1,7,1.222222222,2.333333333,-1,普通防守
CPBL-2024-xa-110,統一7-ELEVEn獅,中職2024年,110,2024/5/22 18:35,臺北市立天母棒球場,味全龍,FALSE,4,2,2,TRUE,客場,勝,小勝,中等得分,低失分,1,1,2,FALSE,FALSE,TRUE,後段追分型,32,8,3,7,1,0,1,2,4,0.5,5.5,穩定攻擊,27,9,5,3,2,6,0.888888889,2,-1,壓制力強
CPBL-2024-xa-111,中信兄弟,中職2024年,111,2024/5/22 18:35,澄清湖棒球場,台鋼雄鷹,FALSE,10,0,10,TRUE,客場,勝,大勝,高得分,低失分,5,0,5,TRUE,TRUE,TRUE,全場壓制型,37,11,5,5,5,0,1,6,8,0.909090909,18.5,火力強勢,27,9,3,0,0,7,0.333333333,7,7,壓制力強
CPBL-2024-xa-111,台鋼雄鷹,中職2024年,111,2024/5/22 18:35,澄清湖棒球場,中信兄弟,TRUE,0,10,-10,FALSE,主場,敗,大敗,低得分,高失分,0,0,0,FALSE,FALSE,FALSE,被壓制型,30,3,0,7,0,1,0,1,2,0,-2.5,低效進攻,27,9,11,5,1,5,1.777777778,1,-11,失分偏高
CPBL-2024-xa-112,中信兄弟,中職2024年,112,2024/5/23 18:36,澄清湖棒球場,台鋼雄鷹,FALSE,5,16,-11,FALSE,客場,敗,大敗,中等得分,高失分,0,4,1,FALSE,FALSE,FALSE,被壓制型,36,13,1,5,2,1,1,4,7,0.384615385,7.5,穩定攻擊,24,8,18,6,1,8,3,1.333333333,-15,投打被突破
CPBL-2024-xa-112,台鋼雄鷹,中職2024年,112,2024/5/23 18:36,澄清湖棒球場,中信兄弟,TRUE,16,5,11,TRUE,主場,勝,大勝,高得分,中等失分,7,8,1,TRUE,TRUE,TRUE,全場壓制型,39,18,6,8,4,1,1,6,9,0.888888889,24,火力強勢,27,9,13,1,1,5,1.555555556,5,-2,失分偏高
CPBL-2024-xa-113,台鋼雄鷹,中職2024年,113,2024/5/24 18:35,臺北大巨蛋,富邦悍將,FALSE,3,4,-1,FALSE,客場,敗,小敗,中等得分,中等失分,0,1,2,TRUE,FALSE,FALSE,被壓制型,31,6,5,9,0,0,1,1,3,0.5,4.5,零星攻勢,25,8.333333333,8,2,0,4,1.2,2,-2,普通防守
CPBL-2024-xa-113,富邦悍將,中職2024年,113,2024/5/24 18:35,臺北大巨蛋,台鋼雄鷹,TRUE,4,3,1,TRUE,主場,勝,小勝,中等得分,中等失分,0,1,3,FALSE,FALSE,FALSE,後段逆轉型,31,8,2,4,1,0,0,1,1,0.5,5,穩定攻擊,27,9,6,5,1,9,1.222222222,1.8,0,穩定守成
CPBL-2024-xa-114,味全龍,中職2024年,114,2024/5/24 18:35,樂天桃園棒球場,樂天桃猿,FALSE,5,4,1,TRUE,客場,勝,小勝,中等得分,中等失分,3,2,0,TRUE,TRUE,TRUE,全場壓制型,33,10,4,5,2,0,0,2,2,0.5,8.5,穩定攻擊,27,9,6,2,2,5,0.888888889,2.5,-3,普通防守
CPBL-2024-xa-114,樂天桃猿,中職2024年,114,2024/5/24 18:35,樂天桃園棒球場,味全龍,TRUE,4,5,-1,FALSE,主場,敗,小敗,中等得分,中等失分,0,4,0,FALSE,FALSE,FALSE,被壓制型,32,6,2,5,0,0,2,2,6,0.666666667,5.5,零星攻勢,27,9,10,4,0,5,1.555555556,1.25,-4,失分偏高
CPBL-2024-xa-115,中信兄弟,中職2024年,115,2024/5/24 18:36,臺南市立棒球場,統一7-ELEVEn獅,FALSE,14,4,10,TRUE,客場,勝,大勝,高得分,中等失分,1,10,3,TRUE,TRUE,TRUE,全場壓制型,43,17,6,6,4,1,3,8,15,0.823529412,25,火力強勢,27,9,9,3,0,8,1.333333333,2.666666667,1,穩定守成
CPBL-2024-xa-115,統一7-ELEVEn獅,中職2024年,115,2024/5/24 18:36,臺南市立棒球場,中信兄弟,TRUE,4,14,-10,FALSE,主場,敗,大敗,中等得分,高失分,0,3,1,FALSE,FALSE,FALSE,被壓制型,33,9,3,8,0,0,0,0,0,0.444444444,3,穩定攻擊,27,9,17,6,3,6,2.555555556,1,-17,投打被突破
CPBL-2024-xa-116,台鋼雄鷹,中職2024年,116,2024/5/25 17:05,臺北大巨蛋,富邦悍將,FALSE,3,2,1,TRUE,客場,勝,小勝,中等得分,低失分,1,1,1,FALSE,FALSE,FALSE,後段逆轉型,32,6,6,11,0,0,0,0,0,0.5,3.5,零星攻勢,27,9,5,4,0,3,1,0.75,-3,壓制力強
CPBL-2024-xa-116,富邦悍將,中職2024年,116,2024/5/25 17:05,臺北大巨蛋,台鋼雄鷹,TRUE,2,3,-1,FALSE,主場,敗,小敗,低得分,中等失分,2,0,0,FALSE,TRUE,FALSE,拉鋸型,30,5,4,3,1,1,0,2,3,0.4,6.5,低效進攻,27,9,6,6,0,11,1.333333333,1.833333333,2,穩定守成
CPBL-2024-xa-117,味全龍,中職2024年,117,2024/5/25 17:05,樂天桃園棒球場,樂天桃猿,FALSE,0,4,-4,FALSE,客場,敗,小敗,低得分,中等失分,0,0,0,FALSE,FALSE,FALSE,被壓制型,32,5,0,6,0,0,0,0,0,0,-3,低效進攻,24,8,11,2,0,3,1.625,1.5,-3,普通防守
CPBL-2024-xa-117,樂天桃猿,中職2024年,117,2024/5/25 17:05,樂天桃園棒球場,味全龍,TRUE,4,0,4,TRUE,主場,勝,小勝,中等得分,低失分,1,0,3,TRUE,TRUE,TRUE,全場壓制型,29,11,2,3,0,0,0,0,0,0.363636364,4.5,穩定攻擊,27,9,5,0,0,6,0.555555556,6,6,壓制力強
CPBL-2024-xa-118,中信兄弟,中職2024年,118,2024/5/25 17:00,臺南市立棒球場,統一7-ELEVEn獅,FALSE,4,1,3,TRUE,客場,勝,小勝,中等得分,低失分,0,2,2,FALSE,FALSE,TRUE,後段追分型,33,6,3,5,0,0,0,0,0,0.666666667,4.5,零星攻勢,27,9,5,2,0,3,0.777777778,1.5,0,壓制力強
CPBL-2024-xa-118,統一7-ELEVEn獅,中職2024年,118,2024/5/25 17:00,臺南市立棒球場,中信兄弟,TRUE,1,4,-3,FALSE,主場,敗,小敗,低得分,中等失分,1,0,0,TRUE,TRUE,FALSE,拉鋸型,29,5,2,3,0,0,0,0,0,0.2,1.5,低效進攻,27,9,6,3,0,5,1,1.666666667,-2,普通防守
CPBL-2024-xa-119,台鋼雄鷹,中職2024年,119,2024/5/26 17:05,臺北大巨蛋,富邦悍將,FALSE,0,2,-2,FALSE,客場,敗,小敗,低得分,低失分,0,0,0,FALSE,FALSE,FALSE,被壓制型,29,3,2,10,0,0,0,0,0,0,-3,攻勢受阻,24,8,5,2,0,3,0.875,1.5,-1,壓制力強
CPBL-2024-xa-119,富邦悍將,中職2024年,119,2024/5/26 17:05,臺北大巨蛋,台鋼雄鷹,TRUE,2,0,2,TRUE,主場,勝,小勝,低得分,低失分,1,0,1,TRUE,TRUE,TRUE,全場壓制型,27,5,2,3,0,1,0,1,2,0.4,3.5,低效進攻,27,9,3,2,0,10,0.555555556,5,8,壓制力強
CPBL-2024-xa-12,台鋼雄鷹,中職2024年,12,2024/4/5 16:42,澄清湖棒球場,富邦悍將,TRUE,4,0,4,TRUE,主場,勝,小勝,中等得分,低失分,4,0,0,TRUE,TRUE,TRUE,全場壓制型,30,8,3,8,0,1,2,3,8,0.5,6,穩定攻擊,27,9,7,2,0,9,1,4.5,7,壓制力強
CPBL-2024-xa-12,富邦悍將,中職2024年,12,2024/4/5 16:42,澄清湖棒球場,台鋼雄鷹,FALSE,0,4,-4,FALSE,客場,敗,小敗,低得分,中等失分,0,0,0,FALSE,FALSE,FALSE,被壓制型,35,7,2,9,2,0,0,2,2,0,-0.5,攻勢受阻,24,8,8,3,2,8,1.375,2.666666667,-1,普通防守
CPBL-2024-xa-120,味全龍,中職2024年,120,2024/5/26 17:05,樂天桃園棒球場,樂天桃猿,FALSE,4,5,-1,FALSE,客場,敗,小敗,中等得分,中等失分,0,2,2,TRUE,FALSE,FALSE,被壓制型,30,7,7,5,2,0,1,3,5,0.571428571,11.5,零星攻勢,24,8,10,0,1,4,1.25,4,-2,失分偏高
CPBL-2024-xa-120,樂天桃猿,中職2024年,120,2024/5/26 17:05,樂天桃園棒球場,味全龍,TRUE,5,4,1,TRUE,主場,勝,小勝,中等得分,中等失分,0,5,0,FALSE,FALSE,TRUE,拉鋸型,33,10,0,4,1,0,1,2,4,0.5,5,穩定攻擊,27,9,7,7,1,5,1.555555556,0.714285714,-7,普通防守
CPBL-2024-xa-121,中信兄弟,中職2024年,121,2024/5/26 19:44,臺南市立棒球場,統一7-ELEVEn獅,FALSE,0,4,-4,FALSE,客場,敗,小敗,低得分,中等失分,0,0,0,FALSE,FALSE,FALSE,被壓制型,30,3,1,11,0,0,0,0,0,0,-4.5,攻勢受阻,24,8,9,5,1,9,1.75,1.8,-1,普通防守
CPBL-2024-xa-121,統一7-ELEVEn獅,中職2024年,121,2024/5/26 19:44,臺南市立棒球場,中信兄弟,TRUE,4,0,4,TRUE,主場,勝,小勝,中等得分,低失分,2,1,1,TRUE,TRUE,TRUE,全場壓制型,31,9,5,9,1,0,1,2,4,0.444444444,6.5,穩定攻擊,27,9,3,1,0,11,0.444444444,11,10,壓制力強
CPBL-2024-xa-122,台鋼雄鷹,中職2024年,122,2024/5/28 18:35,臺北市立天母棒球場,味全龍,FALSE,1,8,-7,FALSE,客場,敗,大敗,低得分,高失分,0,1,0,FALSE,FALSE,FALSE,被壓制型,34,10,3,8,1,0,0,1,1,0.1,1,攻勢受阻,24,8,10,2,0,2,1.5,1,-8,失分偏高
CPBL-2024-xa-122,味全龍,中職2024年,122,2024/5/28 18:35,臺北市立天母棒球場,台鋼雄鷹,TRUE,8,1,7,TRUE,主場,勝,大勝,高得分,低失分,7,1,0,TRUE,TRUE,TRUE,全場壓制型,31,10,2,2,4,0,0,4,4,0.8,13,火力強勢,27,9,10,3,0,8,1.444444444,2.666666667,4,穩定守成
CPBL-2024-xa-123,樂天桃猿,中職2024年,123,2024/6/25 18:05,臺南市立棒球場,統一7-ELEVEn獅,FALSE,4,11,-7,FALSE,客場,敗,大敗,中等得分,高失分,1,1,2,TRUE,TRUE,FALSE,後段追分型,37,11,3,8,3,0,1,4,6,0.363636364,7,穩定攻擊,24,8,16,4,0,5,2.5,1.25,-10,投打被突破
CPBL-2024-xa-123,統一7-ELEVEn獅,中職2024年,123,2024/6/25 18:05,臺南市立棒球場,樂天桃猿,TRUE,11,4,7,TRUE,主場,勝,大勝,高得分,中等失分,0,10,1,FALSE,FALSE,TRUE,後段追分型,35,16,4,5,0,0,0,0,0,0.6875,12.5,穩定攻擊,27,9,11,3,1,8,1.555555556,2.666666667,0,穩定守成
CPBL-2024-xa-124,台鋼雄鷹,中職2024年,124,2024/5/29 18:35,臺北市立天母棒球場,味全龍,FALSE,6,0,6,TRUE,客場,勝,大勝,高得分,低失分,0,6,0,TRUE,FALSE,TRUE,拉鋸型,34,9,6,2,3,0,0,3,3,0.666666667,14,火力強勢,27,9,4,0,0,8,0.444444444,8,8,壓制力強
CPBL-2024-xa-124,味全龍,中職2024年,124,2024/5/29 18:35,臺北市立天母棒球場,台鋼雄鷹,TRUE,0,6,-6,FALSE,主場,敗,大敗,低得分,高失分,0,0,0,FALSE,FALSE,FALSE,被壓制型,31,4,0,8,0,0,0,0,0,0,-4,攻勢受阻,27,9,9,6,0,2,1.666666667,0.333333333,-10,失分偏高
CPBL-2024-xa-125,樂天桃猿,中職2024年,125,2024/5/29 18:30,臺南市立棒球場,統一7-ELEVEn獅,FALSE,5,3,2,TRUE,客場,勝,小勝,中等得分,中等失分,2,3,0,TRUE,TRUE,TRUE,全場壓制型,34,8,4,3,0,1,0,1,2,0.625,8.5,穩定攻擊,27,9,8,0,1,5,0.888888889,5,1,穩定守成
CPBL-2024-xa-125,統一7-ELEVEn獅,中職2024年,125,2024/5/29 18:30,臺南市立棒球場,樂天桃猿,TRUE,3,5,-2,FALSE,主場,敗,小敗,中等得分,中等失分,0,1,2,FALSE,FALSE,FALSE,被壓制型,34,8,0,5,2,0,1,3,5,0.375,3.5,穩定攻擊,27,9,8,4,0,3,1.333333333,0.75,-6,失分偏高
CPBL-2024-xa-126,中信兄弟,中職2024年,126,2024/5/29 18:35,臺中市洲際棒球場,富邦悍將,TRUE,3,4,-1,FALSE,主場,敗,小敗,中等得分,中等失分,1,2,0,TRUE,TRUE,TRUE,拉鋸型,33,10,3,9,0,0,0,0,0,0.3,1.5,穩定攻擊,27,9,9,6,0,8,1.666666667,1.333333333,-2,普通防守
CPBL-2024-xa-126,富邦悍將,中職2024年,126,2024/5/29 18:35,臺中市洲際棒球場,中信兄弟,FALSE,4,3,1,TRUE,客場,勝,小勝,中等得分,中等失分,0,0,4,FALSE,FALSE,FALSE,後段逆轉型,34,9,6,8,3,0,0,3,3,0.444444444,9,穩定攻擊,27,9,10,3,0,9,1.444444444,3,3,穩定守成
CPBL-2024-xa-127,中信兄弟,中職2024年,127,2024/5/30 18:35,臺中市洲際棒球場,富邦悍將,TRUE,6,8,-2,FALSE,主場,敗,小敗,高得分,高失分,5,0,1,TRUE,FALSE,FALSE,被壓制型,37,12,4,9,3,0,2,5,9,0.5,10.5,火力強勢,27,9,9,7,0,9,1.777777778,1.285714286,-6,失分偏高
CPBL-2024-xa-127,富邦悍將,中職2024年,127,2024/5/30 18:35,臺中市洲際棒球場,中信兄弟,FALSE,8,6,2,TRUE,客場,勝,小勝,高得分,高失分,6,2,0,FALSE,TRUE,TRUE,全場壓制型,33,9,7,9,0,0,0,0,0,0.888888889,10.5,穩定攻擊,27,9,12,4,2,9,1.777777778,2.25,-3,失分偏高
CPBL-2024-xa-128,中信兄弟,中職2024年,128,2024/5/31 18:35,臺北大巨蛋,味全龍,FALSE,4,3,1,TRUE,客場,勝,小勝,中等得分,中等失分,2,2,0,FALSE,TRUE,TRUE,全場壓制型,31,8,2,11,2,1,0,3,4,0.5,3.5,穩定攻擊,27,9,10,0,0,8,1.111111111,8,5,穩定守成
CPBL-2024-xa-128,味全龍,中職2024年,128,2024/5/31 18:35,臺北大巨蛋,中信兄弟,TRUE,3,4,-1,FALSE,主場,敗,小敗,中等得分,中等失分,1,2,0,TRUE,FALSE,FALSE,被壓制型,35,10,0,8,2,1,0,3,4,0.3,2,穩定攻擊,27,9,8,2,0,11,1.111111111,5.5,5,穩定守成
CPBL-2024-xa-129,台鋼雄鷹,中職2024年,129,2024/5/31 18:30,澄清湖棒球場,樂天桃猿,TRUE,13,2,11,TRUE,主場,勝,大勝,高得分,低失分,1,11,1,TRUE,FALSE,TRUE,拉鋸型,36,12,9,4,3,0,0,3,3,1.083333333,23,火力強勢,27,9,7,0,0,2,0.777777778,2,0,壓制力強
CPBL-2024-xa-129,樂天桃猿,中職2024年,129,2024/5/31 18:30,澄清湖棒球場,台鋼雄鷹,FALSE,2,13,-11,FALSE,客場,敗,大敗,低得分,高失分,1,0,1,FALSE,FALSE,FALSE,被壓制型,34,7,0,2,1,0,0,1,1,0.285714286,2,低效進攻,24,8,12,9,0,4,2.625,0.444444444,-18,投打被突破
CPBL-2024-xa-13,味全龍,中職2024年,13,2024/4/5 17:05,臺北市立天母棒球場,統一7-ELEVEn獅,TRUE,2,3,-1,FALSE,主場,敗,小敗,低得分,中等失分,1,1,0,TRUE,TRUE,FALSE,拉鋸型,34,10,5,4,3,0,0,3,3,0.2,8,低效進攻,27,9,11,2,1,10,1.444444444,5,4,穩定守成
CPBL-2024-xa-13,統一7-ELEVEn獅,中職2024年,13,2024/4/5 17:05,臺北市立天母棒球場,味全龍,FALSE,3,2,1,TRUE,客場,勝,小勝,中等得分,低失分,0,3,0,FALSE,FALSE,TRUE,拉鋸型,35,11,2,10,2,0,1,3,5,0.272727273,3,穩定攻擊,27,9,10,5,0,4,1.666666667,0.8,-3,普通防守
CPBL-2024-xa-130,富邦悍將,中職2024年,130,2024/5/31 18:35,新北市立新莊棒球場,統一7-ELEVEn獅,TRUE,0,3,-3,FALSE,主場,敗,小敗,低得分,中等失分,0,0,0,FALSE,FALSE,FALSE,被壓制型,29,5,2,6,0,0,0,0,0,0,-1,低效進攻,27,9,6,4,1,12,1.111111111,3,4,穩定守成
CPBL-2024-xa-130,統一7-ELEVEn獅,中職2024年,130,2024/5/31 18:35,新北市立新莊棒球場,富邦悍將,FALSE,3,0,3,TRUE,客場,勝,小勝,中等得分,低失分,0,3,0,TRUE,FALSE,TRUE,拉鋸型,30,6,4,12,0,0,1,1,3,0.5,2,零星攻勢,27,9,5,2,0,6,0.777777778,3,4,壓制力強
CPBL-2024-xa-131,中信兄弟,中職2024年,131,2024/6/1 17:07,臺北大巨蛋,味全龍,FALSE,7,3,4,TRUE,客場,勝,小勝,高得分,中等失分,4,2,1,TRUE,TRUE,TRUE,全場壓制型,35,10,6,2,1,1,1,3,6,0.7,15,火力強勢,27,9,7,2,0,7,1,3.5,2,穩定守成
